"TABLENAME","CNNAME","KINDS","PKCOLUMN","MEMO"
"V_200005_HOV_CUSTOMID","选择新客户id","2","",""
"ZX_111056","","1","",""
"T_200006","","1","SEQID",""
"TMP_20180717","","1","",""
"PLSQL_PROFILER_RUNS","","1","RUNID",""
"PLSQL_PROFILER_UNITS","","1","RUNID,UNIT_NUMBER",""
"PLSQL_PROFILER_DATA","","1","RUNID,UNIT_NUMBER,LINE#",""
"TMP_20180720","","1","",""
"ZX_116037","","1","",""
"ZX_116037_COMPANY","","1","",""
"ZX_CUS_GOODS_QTY","","1","ID",""
"TMP_20180802","","1","",""
"TMP_INTEGERNX","","1","",""
"ZX_SUPPLY_CUS_MONDIFY","","1","ID",""
"ZX_111035_KC_TMP","","1","",""
"XYUE_TMP1","","1","",""
"ZX_111047_TMP","","1","ERPDELIVERYDETAILID",""
"ZX_111037_AM","","1","",""
"T_108126_DOC","","1","DOCID",""
"T_108126_DTL","","1","DTLID",""
"TMP_LOT_NO_PRODDATE","","1","",""
"TMP_LOT2","","1","",""
"ZX_111056_TMP","","1","",""
"TMP_LOG","","1","",""
"ZX_111037_JOBWATCH","","1","",""
"ZX_WS_ENTRY_LX","","1","",""
"TMP_20181012","","1","",""
"ZX_PR_ZHB","","1","",""
"ZX_COMPANY","","1","",""
"ZX_SHOP_CASHACTION","","1","ID",""
"ZX_111058","","1","SUDOCDTLID",""
"ZX_XYUE_PT_20181110","","1","",""
"ZX_XYUE_PT_20181110_2","","1","",""
"MPCS_GMP_STAYSAMPLE_DTL","","1","",""
"ZX_PR_BZCCL","","1","",""
"ZX_TL_GOODS_PAYLIMIT_TMP","","1","",""
"ZX_111040_IMAGE_TMP","","1","",""
"TMP_ENTRYGOOD_20181126","","1","",""
"ZX_TL_108120_TMP","","1","",""
"T_108131","","1","SEQID",""
"ZX_FUYAN_DTL","","1","",""
"BMS_PRES_OUT_TO_IN","","1","SEQID",""
"ZX_BMS_SA_GOODSGROUP_DOC","","1","GROUPID",""
"ZX_BMS_SA_GOODSGROUP_DTL","","1","GROUPDTLID",""
"YBH_BAK_BMS_SA_SETTLE_DOC","","1","",""
"ZX_111035_TMP","","1","",""
"T_WSXXS","","1","",""
"ZX_116039","","1","ZXID",""
"T_GYLPT","","1","",""
"ZX_116039_TMP","","1","",""
"ZX_HNJK","","1","",""
"ZX_111059","","1","",""
"ZX_111059_HISREC","","1","",""
"ZX_116039_REC","","1","",""
"ZX_111037_UPLOAD_REC_TMP","","1","",""
"BMS_ST_QTY_LST_BAK20190214","","1","",""
"BMS_ST_QTY_LST_TMP20190214","","1","",""
"BMS_ST_QTY_LST_BAK33","","1","",""
"ZX_USERKEYMANAGE","","1","ACCESSID",""
"T_101128","","1","SEQID",""
"ZX_116045_QX","","1","",""
"ZX_116046_DOC","","1","ORDERID",""
"ZX_111040_QX","","1","INVOICESID",""
"PM_EDI_QUEUE_TMP","","1","",""
"ZX_116047_INV_PIC","","1","INVNO",""
"ZX_111037_SU_INFO","","1","SALESDTLID",""
"EAS_ERROR_LOG","","1","LOGID",""
"TMP_20190315_EPHEDRINELIMIT","","1","",""
"ZX_116047_ERR_REC","","1","REPORTID",""
"ZX_111061","","1","ZXID",""
"XYUE_TMP20190327","","1","",""
"XYUE_20190401","","1","",""
"ZX_111033_DEPUTYNAME","","1","",""
"GAO_NFN_ACCOUNTBALANCE","","1","",""
"T_101130","","1","SEQID",""
"PUB_GOODS_20190413","","1","",""
"ZX_116052_QX","","1","",""
"ZX_116052_QX_TMP","","1","",""
"T_101132","","1","SEQID",""
"ZX_111064_DOC","","1","SUSETDTLID",""
"ZX_111064_DTL","","1","ZXDTLID",""
"T_108134","","1","SEQID",""
"ZX_111029_XMGOODS","","1","GOODSID",""
"ZX_111029_XMCUSTOM","","1","CUSTOMID",""
"ZX_111029_XM_REC","","1","SARECDTLID",""
"T_TMP2","","1","",""
"EAS_KMDZ","","1","",""
"T_101134","","1","SEQID",""
"ZYC_TOZW_PLAN_SET_DTL_BAK","","1","",""
"TMP_PRICE_20190510","","1","",""
"ZX_TL_GETMONEYLEVEL_TMP","","1","",""
"T_108135_DTL","","1","DTLID",""
"T_108135_DOC","","1","DOCID",""
"T_101136","","1","SEQID",""
"ZX_111065_DOC","","1","ZXGOODSID",""
"ZX_111065_DTL","","1","DTLID",""
"ZX_111065_GOODS","","1","ZXID",""
"ZX_121018_KCXX","","1","SEQID",""
"BMS_SK_SUM_BAK20190531","","1","",""
"WMS_GOODSGROUP_FEEDBACK","","1","GOODSOWNERID,ERPDOCID,ERPDTLID,GROUPID,OPERATIONTYPE",""
"WMS_GOODSGROUP_FEEDBACK_HIS","","1","",""
"ZX_PRECOMBINATION_DOC","","1","DOCSEQID",""
"ZX_ADJUST_DTL","","1","ADJUSTDTLID",""
"ZX_ADJUST_DOC","","1","ADJUSTDOCID",""
"ZX_PRECOMBINATION_DTL","","1","DTLSEQID",""
"YBH_T_XZQH","","1","",""
"ZX_111064_DOC_TMP","","1","",""
"ZX_111064_DTL_TMP","","1","",""
"ZX_1116054","","1","SALESDTLID",""
"T_101139","","1","SEQID",""
"ZX_111029_XM_DAY","","1","",""
"PLJ_0001","","1","",""
"ZX_101140","","1","SEQID",""
"T_101141","","1","SEQID",""
"T_101142","","1","SEQID",""
"ZX_TMP_FUZHOU_SUCON","","1","",""
"XYUE_TMP20190719","","1","",""
"T_108138","","1","SEQID",""
"ZX_111066_DOC","","1","GOODSID",""
"ZX_116047_WEB_INV","","1","",""
"T_101144","","1","SEQID",""
"ZX_TL_SUSETDOC_TMP","","1","",""
"ZX_TL_SUSETDTL_TMP","","1","",""
"T_108140","","1","SEQID",""
"T_101145","","1","SEQID",""
"T_V_XSMXB","","1","",""
"T_INTO_T_V_XSMXB_LOG","","1","",""
"WSDD_PROMSALES_DOC","","1","DOCID",""
"WSDD_PROMSALES_DTL","","1","DTLID",""
"T_101147_DOC","","1","DOCID",""
"T_101147_DTL","","1","DTLID",""
"T_101148_DOC","","1","DOCID",""
"T_101148_DTL","","1","DTLID",""
"YBH_TMP","","1","",""
"T_101149_DOC","","1","DOCID",""
"T_101149_DTL","","1","DTLID",""
"T_101150","","1","SEQID",""
"T_101151","","1","SEQID",""
"T_101152","","1","SEQID",""
"T_101153","","1","SEQID",""
"T_CGMXB","","1","",""
"BMS_SK_REM_BACKUP20191017","","1","",""
"T_101157","","1","SEQID",""
"T_108146","","1","PLACERETURNDTLID",""
"TMP_PURPRICE","","1","",""
"ZYC_LP_TMP","","1","",""
"BMS_SU_DTL_BAK2020","","1","",""
"ZX_101158","","1","SEQID",""
"ZX_101159_DOC","","1","DOCID",""
"ZX_101159_DTL","","1","DTLID",""
"ZX_101162","","1","ENTRYID",""
"GAO_TMP3","","1","",""
"ZX_111047_PT_REC","","1","",""
"Y_TEST_BAK20180501","","1","",""
"ZX_PRODUCT_PROPERTY","","1","",""
"BMS_BATCH_DEF_BAK20180416","","1","",""
"ZZ_PUB_GOODS_TMP_BAK20180417","","1","",""
"ZX_101089","","1","SEQID",""
"TMP_TAXNO","","1","",""
"ZX_101090","","1","SEQID",""
"BMS_SU_REBATE_DOC","","1","REBATEDOCID",""
"BMS_SU_REBATE_INSTANCE","","1","INSTANCEID",""
"BMS_SU_REBATE_INSTANCE_REF","","1","SEQID",""
"BMS_SADOC_IMP_TMP_BAK","","1","",""
"BMS_SADOC_IMP_TMP_BAK20180425","","1","",""
"NP_MAC_BAK","","1","",""
"ZX_NP_MAC","","1","",""
"T_YSZZZTS_goods","","1","SEQID",""
"BMS_SK_SUM_GAO","","1","",""
"BMS_SK_REM_GAO","","1","",""
"ZX_111037_DOC_TMP","","1","",""
"ZX_111037_DTL_TMP","","1","",""
"ZX_111033_GOODS_TO_SUPPLYERTMP","","1","",""
"TMP_LOT_DEF","","1","",""
"TMP_LOT","","1","",""
"BMS_SK_INIT_BAK","","1","",""
"TMP_20180508","","1","",""
"V_200006","","2","",""
"BMS_SASET_IMP_TMP_BAK","","1","",""
"GAO_TMP4","","1","",""
"TMP_20180509_SET","","1","",""
"TMP_20180509_SET_BAK","","1","",""
"ZX_111049","","1","",""
"ZX_111050_TMP","","1","",""
"ZX_111050","","1","",""
"ZX_111052","","1","",""
"ZX_111053","","1","ZXID",""
"ZX_111053_SUDOC","","1","",""
"BMS_CONTACT_DEF","","1","CONTACTID",""
"BMS_SU_REBATE_DTL","","1","REBATEDTLID",""
"BMS_SU_REBATE_TINY","","1","REBATETINYID",""
"PUB_SUPPLY_SET","","1","SETID",""
"PUB_SUPPLY_SET_DTL","","1","SETDTLID",""
"PUB_BRAND","","1","BRANDID",""
"PUB_ENTRY_GOODS_SET","","1","SETID",""
"GPCS_PLACEPOINT_CLASS","","1","CLASSID",""
"GPCS_PLACEPOINT_CLASSTYPE","","1","CLASSTYPEID",""
"GPCS_PLACEPOINT_CLASS_DTL","","1","CLASSTYPEID,CLASSID,PLACEPOINTID",""
"PUB_CUSTOM_CLASSTYPE","","1","CLASSTYPEID",""
"PUB_CUSTOM_CLASS","","1","CLASSID",""
"PUB_CUSTOM_CLASS_DTL","","1","CLASSTYPEID,CLASSID,CUSTOMID",""
"PUB_SUPPLY_CLASS_DTL","","1","",""
"PUB_SUPPLY_CLASS","","1","CLASSID",""
"PUB_SUPPLY_CLASSTYPE","","1","CLASSTYPEID",""
"ZX_FORBID_PURCHASE_DOC","","1","FORBIDID",""
"ZX_FORBID_PURCHASE_GOODS","","1","GOODSINFOID",""
"ZX_FORBID_PURCHASE_SUPPLYER","","1","",""
"ZX_BMS_CERT_DTL_TMP_1","","1","",""
"ZX_BMS_CERT_DTL_TMP_2","","1","",""
"ZX_BMS_CERT_DTL_TMP_3","","1","",""
"ZX_BMS_CERT_DTL_TMP_4","","1","",""
"BMS_ST_QTY_LST_BAK20180523","","1","",""
"ZX_SRM_COMPANY","","1","ZXCOMPANYID",""
"ZX_SRM_DEPTSALES","","1","ID",""
"ZX_111033_TMP","","1","",""
"ZX_108113","","1","SEQID",""
"ZX_111035_BAK","","1","",""
"BMS_SK_REM_BACKUP20191025","","1","",""
"ZX_111054","","1","ZXID",""
"CHN_R_REPORT_SERIES","","1","SERIESID",""
"CHN_R_REPORT_RELATE","","1","SERIESID,NODE_CODE",""
"CHN_R_REPORT_AUTHOR","","1","AUTHORID",""
"CHN_R_REPORT_AUTHORCOLUMN","","1","AUTHORID,COLNAME,SERIESID",""
"CHN_R_REPORT_AUTHORWHERE","","1","SEQID",""
"CHN_R_REPORT_COLUMN","","1","SERIESID,COLNAME",""
"CHN_R_REPORT_COMMAND","","1","SERIESID,COMMAND",""
"CHN_R_REPORT_VIRTUAL","","1","SERIESID,VIRTUALCOLUMN",""
"ZX_BMS_CERT_DTL_TMP_5","","1","",""
"ZX_111055","","1","ZXID",""
"ZX_101102","","1","YPID",""
"T_JXZXHZB","","1","SEQID",""
"ZX_GOODS_PRINTUNIT_TMP","","1","ZX_GOODS_PRINTUNIT_PK",""
"BMS_SK_REM_BACKUP20191101","","1","",""
"BMS_SASET_IMP_TMP_BAK2","","1","",""
"T_YSZZZTS_GOODS","","1","SEQID",""
"T_ENTRY_SALES","","1","",""
"GAO_LOT","","1","",""
"BMS_CERT_REBATE_TMP_V","","2","",""
"BMS_PAY_DTLQRY_INSTANCE_V","","2","",""
"BMS_REBATE_TO_DOC_V","","2","",""
"BMS_SADISCOUNT_DOC_V","","2","",""
"BMS_SADISCOUNT_DTL_V","","2","",""
"BMS_SA_DTLQRY_INSTANCE_V","","2","",""
"BMS_SA_REC_DTLQRY_INSTANCE_V","","2","",""
"BMS_SU_DTL_QRY_INSTANCE_V","","2","",""
"BMS_SU_REBATE_DOCQUERY_V","","2","",""
"BMS_SU_REBATE_DOC_V","","2","",""
"BMS_SU_REBATE_DTL_V","","2","",""
"BMS_SU_REBATE_INSTANCE_V","","2","",""
"BMS_SU_REBATE_TINY_V","","2","",""
"BMS_SU_SET_DTLQRY_INSTANCE_V","","2","",""
"CHN_R_REPORT_AUTHORCOLUMN_V","","2","",""
"CHN_R_REPORT_AUTHOR_V","","2","",""
"CHN_R_REPORT_RELATE_V","","2","",""
"GPCS_PLACEPOINT_CLASS_V","","2","",""
"GRESA_DETAIL_QUERY_INSTANCE_V","","2","",""
"NP_ROLE_OP_V2","","2","",""
"PLACERETURN_DTLQTY_INSTANCE_V","","2","",""
"PLACESUPPLY_DTLQRY_INSTANCE_V","","2","",""
"PUB_ENTRY_GOODS_SET_V","","2","",""
"PUB_SUPPLY_SET_DTL_V","","2","",""
"PUB_SUPPLY_SET_V","","2","",""
"REBATE_GRESA_TINY_AREA_V","","2","",""
"REBATE_GRESA_TINY_EXBRAND_V","","2","",""
"REBATE_GRESA_TINY_EXCLASS_V","","2","",""
"REBATE_GRESA_TINY_EXFACTORY_V","","2","",""
"REBATE_GRESA_TINY_EXLIST_V","","2","",""
"REBATE_GRESA_TINY_EXSET_V","","2","",""
"REBATE_GRESA_TINY_FACTORY_V","","2","",""
"REBATE_GRESA_TINY_GOODSBRAND_V","","2","",""
"REBATE_GRESA_TINY_GOODSCLASS_V","","2","",""
"REBATE_GRESA_TINY_GOODSLIST_V","","2","",""
"REBATE_GRESA_TINY_GOODSSET_V","","2","",""
"REBATE_GRESA_TINY_POINT_V","","2","",""
"REBATE_SA_TINY_CUSTOMAGENT_V","","2","",""
"REBATE_SA_TINY_CUSTOMCLASS_V","","2","",""
"REBATE_SA_TINY_CUSTOMCONTACT_V","","2","",""
"REBATE_SA_TINY_CUSTOMDEPT_V","","2","",""
"REBATE_SA_TINY_CUSTOMER_V","","2","",""
"REBATE_SA_TINY_CUSTOMSALER_V","","2","",""
"REBATE_SA_TINY_CUSTOMSET_V","","2","",""
"REBATE_SA_TINY_SUPPLY_V","","2","",""
"REBATE_SU_TINY_LADDER_V","","2","",""
"REBATE_SU_TINY_MULLADDER_V","","2","",""
"REBATE_SU_TINY_SUBLADDER_V","","2","",""
"REBATE_SU_TINY_SUPPLYAGENT_V","","2","",""
"REBATE_SU_TINY_SUPPLYCONTACT_V","","2","",""
"REBATE_SU_TINY_SUPPLYDEPT_V","","2","",""
"REBATE_SU_TINY_SUPPLYERCLASS_V","","2","",""
"REBATE_SU_TINY_SUPPLYER_V","","2","",""
"REBATE_SU_TINY_SUPPLYSET_V","","2","",""
"REBATE_TINY_FACTORY_V","","2","",""
"REBATE_TINY_GOODSBRAND_V","","2","",""
"REBATE_TINY_GOODSCLASS_V","","2","",""
"REBATE_TINY_GOODSLIST_V","","2","",""
"REBATE_TINY_GOODSSET_V","","2","",""
"REBATE_TINY_SETTLETYPE_V","","2","",""
"UPLOAD_RETROSPECT_STDEF_INFO_V","","2","",""
"V_JXZXHZB","","2","",""
"V_JXZXHZB1","","2","",""
"V_KCHPJGCX","","2","",""
"V_KHSCJHB","","2","",""
"V_MDXSTJBWDJ","","2","",""
"V_PDKCDC","","2","",""
"V_SADTL","","2","",""
"V_YSZZZTS_HP","","2","",""
"V_YSZZZTS_KH","","2","",""
"V_YSZZZTS_KHLX","","2","",""
"V_YSZZZTS_KHLX2","","2","",""
"V_YSZZZTS_PL","","2","",""
"V_YSZZZTS_PL2","","2","",""
"V_YSZZZTS_YHSDY","","2","",""
"ZX_101089_V","","2","",""
"ZX_101090_V","","2","",""
"ZX_101102_V","","2","",""
"ZX_108113_V","","2","",""
"ZX_111048_V","","2","",""
"ZX_111049_V","","2","",""
"ZX_111050_V","","2","",""
"ZX_111052_V","","2","",""
"ZX_111053_V","","2","",""
"ZX_111054_V","","2","",""
"ZX_111055_V","","2","",""
"ZX_112012_V","","2","",""
"ZX_117004_V","","2","",""
"ZX_DYFHYGYJL_V","","2","",""
"ZX_DZP_BMS_SA_SETTLE_QRY_V","","2","",""
"ZX_FORBID_PURCHASE_DOC_V","","2","",""
"ZX_FORBID_PURCHASE_GOODS_V","","2","",""
"ZX_FORBID_PURCHASE_SUPPLYER_V","","2","",""
"ZX_GOODS_PRINTUNIT_TMP_V","","2","",""
"ZX_PRODUCT_PROPERTY_V","","2","",""
"ZX_REPORT_INACTIVEST_V","","2","",""
"ZX_SRM_COMPANY_V","","2","",""
"ZX_SRM_DEPTSALES_V","","2","",""
"ZX_SRM_GOODS_EMPLOYEE_NEW_V","","2","",""
"ZX_WS_GOODS_JXFZLY_V","","2","",""
"ZX_WS_GOODS_LYJTL_V","","2","",""
"ZX_WS_GOODS_NPDYF_V","","2","",""
"ZX_WS_STOCKDTL_JXFZLY_V","","2","",""
"ZX_WS_STOCKDTL_LYJTL_V","","2","",""
"ZX_WS_STOCKDTL_NPDYF_V","","2","",""
"ZX_WS_STORE_NEW_JXFZLY_V","","2","",""
"ZX_WS_STORE_NEW_LYJTL_V","","2","",""
"ZX_WS_STORE_NEW_NPDYF_V","","2","",""
"ZX_XMDYFGJK_V","","2","",""
"T_108114","","1","SEQID",""
"ZZ_PUB_GOODS_TMP_HOV","选择旧货品idhov","2","",""
"GSP_COMPANY_MANAGERAGE_BAK","","1","",""
"ZX_101137","","1","COMPANYID1",""
"ZX_108143","","1","SEQID",""
"TMP_CUSTOMIS_LIJING_1","","1","",""
"TMP_CUSTOMIS_LIJING","","1","",""
"BMS_SADOC_IMP_TMP_BAK4","","1","",""
"T_200005","","1","SEQID",""
"ZX_116047_DTL","","1","DTLZXID",""
"ZYC_STORAGE_TMP","","1","",""
"ZX_116046_DTL","","1","ORDERDETAILID",""
"ZX_116047_DOC","","1","ZXID",""
"ZYC_POS_TMP","","1","",""
"TMP_CUSTOMIS_LIJING_2","","1","",""
"ZZ_INSIDER_UPDATE_LOG","","1","",""
"GAO_TMP","","1","",""
"T_108119","","1","",""
"ZX_116047_INV_DTL","","1","",""
"YBH_T_LOG","","1","",""
"ZX_116037_TMP","","1","",""
"TMP_CUSTOM_PAYTYPE","","1","",""
"TMP_ENRTYGOOD_20181126","","1","",""
"T_108168","","1","SEQID",""
"BMS_ST_QTY_LST_HIS","","1","",""
"T_108166_DOC","","1","ORDERID",""
"T_108166_DTL","","1","ORDERITEMID",""
"ZX_108167","","1","SEQID",""
"ZX_TL_101182_TMP","","1","",""
"T10066_BK20210929","","1","",""
"YBH_T_IMPTABLE","","1","",""
"ZX_116064","","1","ZXID",""
"T_101190","","1","SEQID",""
"ZX_WS_PT_GOODSID","","1","",""
"WMS_UDI_PARSER_RULE_DTL","","1","RULEDTLID",""
"WMS_UDI_PARSER_RULE","","1","RULEID",""
"T_108156","","1","SEQID",""
"T_108155","","1","SEQID",""
"ZX_TL_GOODS_POLICYNO","","1","",""
"XYUE_POS","","1","",""
"YBH_T_TEST","","1","",""
"XYUE_EDI_CODE","","1","",""
"T_V_SJMB_PZXX","","1","",""
"YBH_T_TMP_TABLENAME","","1","",""
"T_108164","","1","SEQID",""
"T_108159","","1","SEQID",""
"T_108160","","1","SEQID",""
"T_108161","","1","SEQID",""
"ZX_SU_DTL","","1","SUDOCDTLID",""
"YBH_T_TMP1","","1","",""
"YBH_T_TMP3","","1","",""
"T_108162","","1","SEQID",""
"T_108163","","1","SEQID",""
"T_108165","","1","SEQID",""
"T_101192","","1","SEQID",""
"T_JXZHJG_SJJBM_DTL","","1","DTLID",""
"T_JXZHJG_SJJBM","","1","DOCID",""
"ZX_DB_CONFINFO","","1","ENTRYID",""
"ZX_116066","","1","SALESDTLID",""
"T_V_JXZHJG_SCSJ","","1","SEQID",""
"ZX_LOT_CONSERVEDATE","","1","",""
"ZX_RECODE","","1","",""
"ZX_SA_XQGOODS","","1","",""
"T_108170","","1","SEQID",""
"ZX_1116054_BAK20220228","","1","",""
"YBH_T_TMP_GOODSID","","1","",""
"BAK_NPBUSI_YB_SETTLE_INFO1108","","1","",""
"NPBUSI_YB_COMPANY","","1","YBCOMPANYID",""
"NPBUSI_YB_DEF","","1","YBID",""
"NPBUSI_YB_DICTIONARY","","1","YBDICTID",""
"NPBUSI_YB_DICTIONARYDTL","","1","YBDICTDTLID",""
"NPBUSI_YB_GOODS_REF_DELBF","","1","",""
"NPBUSI_YB_LOG","","1","YBLOGID",""
"NPBUSI_YB_NS_1301","","1","",""
"NPBUSI_YB_NS_1302","","1","SEQID",""
"NPBUSI_YB_NS_1303","","1","SEQID",""
"NPBUSI_YB_NS_1304","","1","SEQID",""
"NPBUSI_YB_NS_1305","","1","SEQID",""
"NPBUSI_YB_NS_1306","","1","SEQID",""
"NPBUSI_YB_NS_1307","","1","SEQID",""
"NPBUSI_YB_NS_1312","","1","SEQID",""
"NPBUSI_YB_NS_1314","","1","SEQID",""
"NPBUSI_YB_NS_1315","","1","SEQID",""
"NPBUSI_YB_NS_1317","","1","SEQID",""
"NPBUSI_YB_NS_1318","","1","SEQID",""
"NPBUSI_YB_NS_1319","","1","SEQID",""
"NPBUSI_YB_NS_2001","","1","SEQID",""
"NPBUSI_YB_NS_4101","","1","",""
"NPBUSI_YB_NS_5101","","1","",""
"NPBUSI_YB_NS_5102","","1","SEQID",""
"NPBUSI_YB_NS_5206","","1","SEQID",""
"NPBUSI_YB_NS_CH_YINPIAN_LIST","","1","SEQID",""
"NPBUSI_YB_NS_DETLCUTINFO","","1","",""
"NPBUSI_YB_NS_DICTIONATY","","1","",""
"NPBUSI_YB_NS_DIR_COMPARE","","1","SEQID",""
"NPBUSI_YB_NS_LEDGER_DOC","","1","DOCID",""
"NPBUSI_YB_NS_LEDGER_DTL","","1","DTLID",""
"NPBUSI_YB_NS_LIQUIDATION","","1","",""
"NPBUSI_YB_NS_MBYY_TAB","","1","",""
"NPBUSI_YB_NS_MDTRTINFO_TAB","","1","SEQID",""
"NPBUSI_YB_NS_MEDINSINFO","","1","INFO_ID",""
"NPBUSI_YB_NS_MSGID_INFO","","1","",""
"NPBUSI_YB_NS_OPSP_DISE_LIST","","1","",""
"NPBUSI_YB_NS_PSNSAVERECODE_TAB","","1","SEQID",""
"NPBUSI_YB_NS_SETINFO_TAB","","1","SEQDTLID",""
"NPBUSI_YB_NS_SETLINFO_TAB","","1","SEQID",""
"NPBUSI_YB_NS_SETLPAYINFO_TAB","","1","",""
"NPBUSI_YB_NS_SETTLEINFO","","1","",""
"NPBUSI_YB_NS_SETTLE_SETLDETAIL","","1","",""
"NPBUSI_YB_NS_SIGNIN_RESULT","","1","",""
"NPBUSI_YB_NS_URL_SET","","1","",""
"NPBUSI_YB_NS_WEST_CH_LIST","","1","SEQID",""
"NPBUSI_YB_SERIALNO","","1","CREDATE,YBID",""
"NPBUSI_YB_SETTLE","","1","",""
"NPBUSI_YB_SETTLE20210812","","1","",""
"NPBUSI_YB_SETTLE_INFO","","1","INFOID",""
"NPBUSI_YB_SETTLE_INFO20210812","","1","",""
"NPBUSI_YB_TRANSLATE","","1","TRANID",""
"ZX_NPBUSI_YB_SETTLE","","1","",""
"ZX_NPBUSI_YB_SETTLE_INFO","","1","INFOID",""
"YB_PAYMENT_RECORD","","1","",""
"YB_PAYMENT_RECORD_HIS","","1","",""
"NPBUSI_YB_JXCSC_BAK","","1","",""
"ZX_111037_SHP_REC","","1","SALESDTLID",""
"ZX_SETTLE_ID_TMP","","1","",""
"DISTRIBUTION_DEFINITION_DOC","","1","DOCGOODSID",""
"DISTRIBUTION_DEFINITION_DTL","","1","DTLGOODSID",""
"ZX_111037_SUINV_TEST","","1","SUINVCODENOS",""
"TPL_PUB_GOODS","","1","GOODSID",""
"TPL_PUB_PACKNAME_DEF","","1","PACKID",""
"TPL_PUB_GOODS_PACKS","","1","GOODSPACKID",""
"TPL_GOODS","","1","OWNERGOODSID",""
"TPL_GOODS_PACKS","","1","OWNERPACKID",""
"T_GOODS_ERP_TO_WMS_QUEUE","","1","SEQID",""
"ZX_108177","","1","SEQID",""
"YBH_T_GOODS_ERP_TO_WMS_LOG","","1","SEQID",""
"ZX_111037_SUINFO_TMP","","1","",""
"T_108175_DOC","","1","DOCID",""
"T_108175_DTL","","1","DTLID",""
"T_101144_IMP","","1","SEQID",""
"YBH_T_SYNC_TO_WMS_DOC","","1","DOCID",""
"YBH_T_SYNC_TO_WMS_DTL","","1","DTLID",""
"NP_ROLE_OP_HIS","","1","",""
"T_101202","","1","SEQID",""
"T_101204","","1","SEQID",""
"T_101205_DOC","","1","DOCID",""
"T_101205_DTL","","1","DTLID",""
"NP_MAC_BAK20220516","","1","",""
"T_101206","","1","SEQID",""
"ZZ_WX_CLERKER_USERNO","","1","ERPID",""
"PUB_ENTRY_GOODS_20220523","","1","",""
"ZZ_WX_SEND_REWARD2","","1","",""
"ZX_111037QX_SASET2ORDTLID","","1","",""
"T_REWARD_LAST_DATE","","1","",""
"ZX_101210","","1","SEQID",""
"ESHOP_ENTRY_SUPPLYER","","1","SEQID",""
"T_101214_DOC","","1","DOCID",""
"T_101214_DTL","","1","DTLID",""
"T_101216","","1","SEQID",""
"BW_TMP","","1","",""
"ZX_TL_116038_TMP2","","1","",""
"YBH_T_SCCGJSD_TMP","","1","",""
"BMS_SU_SET_DOC_TMP","","1","",""
"T_101224_DOC","","1","DOCID",""
"T_101224_DTL","","1","DTLID",""
"XXB_WSX_YB_GOODS_TEMP","","1","",""
"YBH_V_SU_SASET_INVO_TMP","","1","",""
"ZX_108178_DOC","","1","DOCID",""
"ZX_108178_DTL","","1","DTLID",""
"YBH_V_UPDATE_SUSET_INVO_TMP","","1","",""
"T_101180_BAK20220705","","1","",""
"BMS_SU_CON_DTL20220706","","1","",""
"BMS_SU_CON_DOC_20220711","","1","",""
"T_101227","","1","SEQID",""
"TMP_QX_CHUSHIHUA","","1","",""
"TMP_QX_ADDRESS","","1","",""
"XYUE_TMP_BS","","1","",""
"XYUE_TMP_BS1","","1","",""
"T_101227_BAK","","1","",""
"EAS_BEBANK","","1","",""
"QUEST_SL_TEMP_EXPLAIN1","","1","",""
"ZZ_WX_SEND_REWARD","","1","",""
"XYUE_TMP_20211216","","1","",""
"NPBUSI_YB_GOODS","","1","YBGOODSID",""
"NPBUSI_YB_GOODS_REF","","1","REFID",""
"BMS_SA_SETTLE_DTLQRY_FL_V","","2","",""
"BMS_SA_SETTLE_DTLQRY_TMP_V","","2","",""
"BMS_STQTY_SUM_V20220315","","2","",""
"BMS_ST_QTY_LST2_V","","2","",""
"BMS_SU_COLLECT_V","","2","",""
"DISTRIBUTIONDEFINITION_GOODS_V","","2","",""
"DISTRIBUTION_DEFINITION_DOC_V","","2","",""
"DISTRIBUTION_DEFINITION_DTL_V","","2","",""
"EAS_BEBANK_V","","2","",""
"LYYYBS_ERP_BUSISCOPE_V","","2","",""
"LYYYBS_TOTAL_LINE_V","","2","",""
"NGPCS_PROMSALES_CURR_QRYDTL2_V","","2","",""
"NPBUSI_YB_COMPANY_V","","2","",""
"NPBUSI_YB_DICTIONARY_V","","2","",""
"NPBUSI_YB_GOODS_REF_V","","2","",""
"NPBUSI_YB_GOODS_V","","2","",""
"NPBUSI_YB_JXCSC_BAK_V","","2","",""
"NPBUSI_YB_JXCSC_V","","2","",""
"NPBUSI_YB_NS_1301_V","","2","",""
"NPBUSI_YB_NS_1302_V","","2","",""
"NPBUSI_YB_NS_1303_V","","2","",""
"NPBUSI_YB_NS_1304_V","","2","",""
"NPBUSI_YB_NS_1305_V","","2","",""
"NPBUSI_YB_NS_1306_V","","2","",""
"NPBUSI_YB_NS_1307_V","","2","",""
"NPBUSI_YB_NS_1312_V","","2","",""
"NPBUSI_YB_NS_1314_V","","2","",""
"NPBUSI_YB_NS_1315_V","","2","",""
"NPBUSI_YB_NS_1317_V","","2","",""
"NPBUSI_YB_NS_1318_V","","2","",""
"NPBUSI_YB_NS_1319_V","","2","",""
"NPBUSI_YB_NS_2001_V","","2","",""
"NPBUSI_YB_NS_5102_V","","2","",""
"NPBUSI_YB_NS_5206_V","","2","",""
"NPBUSI_YB_NS_CH_YINPIAN_LIST_V","","2","",""
